file,fn_src,ymd,index,area_sqm,area_type,component_cd,contract_dt,create_dt,dealing_no,district_code,house_no,locality,postcode,prop_name,prop_nature,prop_purpose,property_id,record_type,sale_cd,sale_counter,sale_interest,sale_price,settle_dt,strata_no,street_name,unit_no,zoning
103_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,59,,,,20160405.0,20160606 01:27,AK468675,103,57,WOLLONGONG,2500.0,,R,RESIDENCE,1173659.0,B,,12,0.0,485000,20160517.0,1.0,NEW DAPTO RD,1,
135_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,107,,,,20160411.0,20160606 01:28,AK457891,135,46,WENTWORTH POINT,2127.0,BELLAGIO,R,RESIDENCE,3214126.0,B,,23,0.0,1332000,20160523.0,73.0,BAYWATER DR,345,
135_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,112,,,,20160412.0,20160606 01:28,AK477545,135,46,WENTWORTH POINT,2127.0,BELLAGIO,R,RESIDENCE,3214126.0,B,,24,0.0,536000,20160524.0,80.0,BAYWATER DR,340,
135_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,127,,,,20160315.0,20160606 01:28,AK467947,135,7,WENTWORTH POINT,2127.0,PALERMO,R,RESIDENCE,3346099.0,B,,27,0.0,738000,20160518.0,107.0,BAYWATER DR,441,
135_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,168,,,,20160323.0,20160606 01:28,AK465089,135,2,WENTWORTH POINT,2127.0,,R,RESIDENCE,3923582.0,B,,36,0.0,570000,20160517.0,9.0,HALF ST,203,
135_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,78,,,,20160310.0,20160606 01:28,AK448642,135,1,WENTWORTH POINT,2127.0,,R,RESIDENCE,3074473.0,B,,17,0.0,540000,20160512.0,21.0,THE PIAZZA,303,
203_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,11,,,,20160330.0,20160606 01:31,AK448010,203,25,MASCOT,2020.0,,R,RESIDENCE,3555413.0,B,,3,0.0,850000,20160511.0,27.0,JOHN ST,602 A,
203_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,36,334.0,M,AJA,20160527.0,20160606 01:31,AK479305,203,32,MASCOT,2020.0,,R,RESIDENCE,1890936.0,B,,8,1.0,11000,20160601.0,,JOHNSON ST,,R2
203_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,41,,,,20160322.0,20160606 01:31,AK468494,203,229,MASCOT,2020.0,,R,RESIDENCE,1891270.0,B,,9,0.0,1050000,20160503.0,1.0,KING ST,1,
203_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,52,264.9,M,AJA,20160226.0,20160606 01:31,AK469475,203,95,MASCOT,2020.0,,R,RESIDENCE,1892028.0,B,,11,0.0,1230000,20160520.0,,MALONEY ST,,R2
203_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,68,419.5,M,AJA,20160312.0,20160606 01:31,AK458429,203,25,MASCOT,2020.0,,R,RESIDENCE,1895314.0,B,,14,0.0,1351000,20160513.0,,TUNBRIDGE ST,,R2
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,1,103.3,M,,20160408.0,20160606 01:32,AK468048,207,42,RANDWICK,2031.0,,R,RESIDENCE,1978210.0,B,,1,0.0,845000,20160520.0,40.0,AVOCA ST,40,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,106,,,,20160322.0,20160606 01:32,AK469849,207,88,RANDWICK,2031.0,BLOCK 4,R,RESIDENCE,3203523.0,B,,22,0.0,840000,20160523.0,77.0,KING ST,203,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,110,86.0,M,,20160324.0,20160606 01:32,AK430769,207,1,RANDWICK,2031.0,,R,RESIDENCE,3658321.0,B,,23,0.0,800000,20160506.0,16.0,WARATAH AVE,102,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,12,,,,20160323.0,20160606 01:32,AK464855,207,10,RANDWICK,2031.0,,R,RESIDENCE,1991607.0,B,,3,0.0,785000,20160526.0,2.0,COWPER ST,2,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,120,86.1,M,,20160409.0,20160606 01:32,AK467972,207,4,RANDWICK,2031.0,,R,RESIDENCE,1981392.0,B,,25,0.0,885000,20160523.0,1.0,CLARA ST,1,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,125,16.9,M,,20160409.0,20160606 01:32,AK467972,207,33,RANDWICK,2031.0,,R,RESIDENCE,1981392.0,B,,26,0.0,885000,20160523.0,15.0,BLENHEIM ST,15,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,149,16.6,M,,20160520.0,20160606 01:32,AK468831,207,100,RANDWICK,2031.0,GARAGE,R,RESIDENCE,1982545.0,B,,31,0.0,720000,20160520.0,13.0,BOTANY ST,3,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,153,,,,20160413.0,20160606 01:32,AK480056,207,65,RANDWICK,2031.0,,R,RESIDENCE,1990636.0,B,,32,0.0,975000,20160525.0,13.0,COOGEE BAY RD,13,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,168,94.8,M,,20160330.0,20160606 01:32,AK460379,207,14,RANDWICK,2031.0,,R,RESIDENCE,1993819.0,B,,35,0.0,998000,20160516.0,6.0,DOUGLAS ST,6,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,181,94.8,M,,20160220.0,20160606 01:32,AK460539,207,27,RANDWICK,2031.0,,R,RESIDENCE,1980629.0,B,,38,0.0,750000,20160516.0,13.0,WARATAH AVE,12 A,
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,36,107.5,M,AMA,20160409.0,20160606 01:32,AK477698,207,29,RANDWICK,2031.0,,R,RESIDENCE,2019280.0,B,,8,0.0,1365000,20160516.0,,WAVERLEY ST,,R3
207_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,6,129.2,M,,20160401.0,20160606 01:32,AK480674,207,6,RANDWICK,2031.0,,R,RESIDENCE,1983536.0,B,,2,0.0,885000,20160527.0,4.0,BRADLEY ST,4,
209_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,38,,,,20160404.0,20160606 01:32,AK475399,209,84,BONDI BEACH,2026.0,,R,RESIDENCE,2054378.0,B,,8,0.0,1200000,20160511.0,3.0,CAMPBELL PDE,3,
209_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,76,,,,20160412.0,20160606 01:32,AK460104,209,273,BONDI BEACH,2026.0,,R,RESIDENCE,2069090.0,B,,16,0.0,915000,20160524.0,2.0,OLD SOUTH HEAD RD,2,
209_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,80,,,,20160502.0,20160606 01:32,AK476109,209,2,BONDI BEACH,2026.0,,R,RESIDENCE,2067396.0,B,,17,0.0,3800000,20160530.0,22.0,NOTTS AVE,22,
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,105,,,,20160410.0,20160606 01:32,AK470649,214,22,BLACKTOWN,2148.0,,R,RESIDENCE,2162438.0,B,,21,0.0,440000,20160523.0,15.0,BRUCE ST,15,
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,119,556.4,M,RBL,20160406.0,20160606 01:32,AK462066,214,40,BLACKTOWN,2148.0,,R,RESIDENCE,2192714.0,B,,24,0.0,612000,20160518.0,,JOSEPH ST,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,12,,,,20160412.0,20160606 01:32,AK477913,214,22,BLACKTOWN,2148.0,,R,RESIDENCE,3400230.0,B,,3,0.0,623500,20160523.0,1.0,RAILWAY PDE,1,
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,18,,,,20160330.0,20160606 01:32,AK464870,214,31,BLACKTOWN,2148.0,,R,RESIDENCE,3410896.0,B,,4,0.0,419000,20160518.0,42.0,THIRD AVE,42,
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,192,556.4,M,RBL,20160328.0,20160606 01:32,AK461444,214,29,BLACKTOWN,2148.0,,R,RESIDENCE,2199030.0,B,,39,0.0,605000,20160517.0,,LOCK ST,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,198,619.7,M,RBL,20160406.0,20160606 01:32,AK467893,214,77,BLACKTOWN,2148.0,,R,RESIDENCE,2199054.0,B,,40,0.0,625000,20160518.0,,LOCK ST,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,220,689.2,M,RDN,20160418.0,20160606 01:32,AK474595,214,20,BLACKTOWN,2148.0,,R,RESIDENCE,2205010.0,B,,44,0.0,400000,20160422.0,,MEATH PL,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,247,305.0,M,RBL,20160225.0,20160606 01:32,AK466018,214,125,BLACKTOWN,2148.0,,R,RESIDENCE,3101456.0,B,,49,0.0,685000,20160519.0,,ALIBERTI DR,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,297,556.4,M,RBL,20160326.0,20160606 01:32,AK472003,214,41,BLACKTOWN,2148.0,,R,RESIDENCE,2194743.0,B,,58,0.0,608000,20160512.0,,KEYWORTH DR,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,370,613.4,M,RBL,20160510.0,20160606 01:32,AK470643,214,27,BLACKTOWN,2148.0,,R,RESIDENCE,2215689.0,B,,72,0.0,700000,20160510.0,,PENDANT AVE,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,375,,,,20160404.0,20160606 01:32,AK475476,214,177,BLACKTOWN,2148.0,,R,RESIDENCE,2220985.0,B,,73,0.0,470000,20160524.0,30.0,RESERVOIR RD,30,
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,400,910.5,M,RAD,20160503.0,20160606 01:32,AK468064,214,102,BLACKTOWN,2148.0,,R,RESIDENCE,2235537.0,B,,78,0.0,300000,20160531.0,,TURNER ST,,R2
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,455,,,,20160319.0,20160606 01:32,AK418014,214,28,BLACKTOWN,2148.0,,R,RESIDENCE,3108008.0,B,,89,0.0,494000,20160502.0,10.0,CARINYA ST,10,
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,460,,,,20160418.0,20160606 01:32,AK470597,214,9,BLACKTOWN,2148.0,,R,RESIDENCE,3160042.0,B,,90,0.0,530000,20160523.0,4.0,ALLEN RD,4,
214_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,466,,,,20160409.0,20160606 01:32,AK471802,214,24,BLACKTOWN,2148.0,,R,RESIDENCE,3207826.0,B,,91,0.0,465000,20160523.0,15.0,FIRST AVE,15,
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,114,,,,20160413.0,20160606 01:33,AK480128,218,2,CAMPBELLTOWN,2560.0,,R,RESIDENCE,3226295.0,B,,23,0.0,565000,20160525.0,4.0,PARC GUELL DR,,
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,136,,,,20160412.0,20160606 01:33,AK470847,218,24,CAMPBELLTOWN,2560.0,,R,RESIDENCE,2306703.0,B,,27,0.0,350000,20160524.0,3.0,HUNTER ST,3,
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,186,600.7,M,AD,20160310.0,20160606 01:33,AK468992,218,12,CAMPBELLTOWN,2560.0,,R,RESIDENCE,2337615.0,B,,36,0.0,495000,20160513.0,,RONALD ST,,A
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,27,343.0,M,,20160423.0,20160606 01:33,AK476449,218,38,CAMPBELLTOWN,2560.0,,R,RESIDENCE,3601043.0,B,,6,0.0,709000,20160523.0,1.0,SANTANA RD,1,
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,273,,,,20160405.0,20160606 01:33,AK442398,218,45,CAMPBELLTOWN,2560.0,,R,RESIDENCE,3831201.0,B,,54,0.0,530000,20160518.0,8.0,SANTANA RD,8,
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,282,350.3,M,AE,20160329.0,20160606 01:33,AK449400,218,3 D,CAMPBELLTOWN,2560.0,,R,RESIDENCE,3819091.0,B,,56,0.0,597000,20160511.0,,INNES ST,,A
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,295,107.0,M,,20160412.0,20160606 01:33,AK473772,218,3,CAMPBELLTOWN,2560.0,,R,RESIDENCE,3862360.0,B,,59,0.0,475000,20160524.0,15.0,QUEEN ST,15,
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,32,676.6,M,AE,20160520.0,20160606 01:33,AK478010,218,27 A,CAMPBELLTOWN,2560.0,,R,RESIDENCE,2296553.0,B,,7,0.0,630000,20160520.0,,ALLMAN ST,,A
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,60,,,,20160413.0,20160606 01:33,AK475797,218,32,CAMPBELLTOWN,2560.0,,R,RESIDENCE,2302384.0,B,,13,0.0,395000,20160524.0,5.0,BROUGHTON ST,5,
218_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,96,910.5,M,AD,20160323.0,20160606 01:33,AK440792,218,17,CAMPBELLTOWN,2560.0,,R,RESIDENCE,2298156.0,B,,20,0.0,595000,20160504.0,,AUSTIN AVE,,A
221_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,55,556.4,M,AAB,20160411.0,20160606 01:34,AK467817,221,103,GREYSTANES,2145.0,,R,RESIDENCE,2462626.0,B,,11,0.0,850000,20160523.0,,WHALANS RD,,R2
221_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,59,975.51,M,AAH,20160411.0,20160606 01:34,AK472697,221,1,WENTWORTHVILLE,2145.0,,R,RESIDENCE,2447157.0,B,,12,0.0,1180000,20160523.0,,JORDAN ST,,R2
223_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,256,104.0,M,,20160420.0,20160606 01:34,AK468179,223,93,LIVERPOOL,2170.0,,R,RESIDENCE,3844332.0,B,,50,0.0,515000,20160519.0,9.0,CAMPBELL ST,9,
223_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,6,,,,20160404.0,20160606 01:34,AK461407,223,4,LIVERPOOL,2170.0,,R,RESIDENCE,2477852.0,B,,2,0.0,285000,20160516.0,14.0,BEALE ST,14,
224_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,201,,,,20160316.0,20160606 01:34,AK467134,224,25,PENRITH,2750.0,,R,RESIDENCE,2553188.0,B,,41,0.0,330000,20160510.0,26.0,HAYNES ST,26,
224_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,301,,,,20160426.0,20160606 01:34,AK464513,224,81 A,PENRITH,2750.0,,R,RESIDENCE,3519317.0,B,,62,0.0,512000,20160526.0,1.0,DOONMORE ST,,
224_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,333,,,,20160407.0,20160606 01:34,AK465062,224,13,PENRITH,2750.0,,R,RESIDENCE,3353653.0,B,,68,0.0,440000,20160519.0,42.0,ROBERT ST,42,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,100,,,,20160308.0,20160606 01:36,AK466023,656,14,PORT MACQUARIE,2444.0,,R,RESIDENCE,2739869.0,B,,21,0.0,282000,20160406.0,3.0,SURF ST,3,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,115,758.8,M,ABM,20160414.0,20160606 01:36,AK476493,656,29,PORT MACQUARIE,2444.0,,R,RESIDENCE,2740046.0,B,,24,0.0,489950,20160531.0,,TABLE ST,,R1
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,125,,,,20160414.0,20160606 01:36,AK468429,656,12,PORT MACQUARIE,2444.0,,R,RESIDENCE,3117900.0,B,,26,0.0,1060000,20160518.0,31.0,WILLIAM ST,401,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,131,841.4,M,AAL,20160311.0,20160606 01:36,AK481167,656,82 A,PORT MACQUARIE,2444.0,,R,RESIDENCE,3187020.0,B,,27,0.0,569000,20160525.0,,O'BRIENS RD,,R1
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,15,,,,20160418.0,20160606 01:36,AK478746,656,6,PORT MACQUARIE,2444.0,,R,RESIDENCE,2731030.0,B,,4,0.0,529000,20160523.0,3.0,GRANT ST,3,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,150,809.4,M,AEP,20160324.0,20160606 01:36,AK466231,656,50,PORT MACQUARIE,2444.0,,R,RESIDENCE,2732200.0,B,,31,0.0,230000,20160324.0,,HILL ST,,R1
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,159,,,,20160427.0,20160606 01:36,AK477243,656,92,PORT MACQUARIE,2444.0,,R,RESIDENCE,2734843.0,B,,32,0.0,330000,20160526.0,15.0,LORD ST,15,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,168,,,,20160509.0,20160606 01:36,AK479719,656,14,PORT MACQUARIE,2444.0,,R,RESIDENCE,2727135.0,B,,34,0.0,430000,20160520.0,7.0,BULLER ST,7,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,173,,,,20160422.0,20160606 01:36,AK471123,656,8,PORT MACQUARIE,2444.0,,R,RESIDENCE,2732491.0,B,,35,0.0,418000,20160520.0,5.0,HOLLINGWORTH ST,204,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,178,,,,20160412.0,20160606 01:36,AK478272,656,19,PORT MACQUARIE,2444.0,,R,RESIDENCE,2727234.0,B,,36,0.0,232000,20160524.0,8.0,BURRAWAN ST,8,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,183,686.2,M,AAB,20160218.0,20160606 01:36,AK462921,656,49,PORT MACQUARIE,2444.0,,R,RESIDENCE,2732667.0,B,,37,0.0,620000,20160518.0,,HOME RIDGE TCE,,R1
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,196,771.1,M,AAL,20160415.0,20160606 01:36,AK476302,656,10,PORT MACQUARIE,2444.0,,R,RESIDENCE,2732962.0,B,,39,0.0,504500,20160513.0,,JABUK CL,,R1
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,202,,,,20160413.0,20160606 01:36,AK466058,656,192,PORT MACQUARIE,2444.0,,R,RESIDENCE,2735537.0,B,,40,0.0,408000,20160518.0,2.0,MATTHEW FLINDERS DR,2,
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,26,2479.0,M,AAL,20160308.0,20160606 01:36,AK466987,656,125,PORT MACQUARIE,2444.0,,R,RESIDENCE,3117683.0,B,,6,0.0,730000,20160506.0,,GRANITE ST,,R1
656_SALES_DATA_NNME_06062016.DAT,20160606.csv,20160606,45,333.7,M,AAL,20160406.0,20160606 01:36,AK470399,656,65 A,PORT MACQUARIE,2444.0,,R,RESIDENCE,2730786.0,B,,9,0.0,379950,20160523.0,,GRANITE ST,,R1
